"sku","quantity","threshold"
"KDQ410",0,5
"MTHS2410-K",0,5
"XP1002",0,5
"XP1001",0,5
"KD5148-D",0,5
"KDQ416",25,5
"XP1004",25,5
"XP1003",25,5
"KDQ422",0,5
"kd2001-d",0,5
"MTPP2311-S2",0,5
"KD802-D",0,5
"KD571-D",0,5
"KDQ406",0,5
"KDQ419",0,5
"KPNK1017",25,5
"KDQ418",0,5
"KMEK1008",0,5
"KMEK1007",25,5
"KPNK1018",0,5
"MTPP2306-K",0,5
"MTPP2406-K",0,5
"MTPP2409-K",0,5
"KDQ420",0,5
"KPNK1019",0,5
"KD2001",0,5
"KDKB1309",0,5
"KDQ421",0,5
"KDDE201-3C",0,5
"KDDE201-5C",0,5
"KDDE201-4C",0,5
"KDDE201-6C",25,5
"KDDE201-8C",0,5
"KDDE201-7C",0,5
"KDDE201-9C",0,5
"KDDE201-11C",0,5
"KDDE201-12C",25,5
"KDDE201-10C",0,5
"KDDE201-13C",0,5
"KD5135-D",0,5
"KDEV396-D",0,5
"KD521-D",0,5
"KDQ424",25,5
"KDKB1310",25,5
"KD530-D",0,5
"MTHS2405-K",0,5
"KDMB05",0,5
"KDQ425",0,5
"KDQ423",0,5
"MTS-CPR32771",0,5
"Misc-s",0,5
"KDQ426",0,5
"KDMR172",25,5
"KD2003-D",0,5
"KDKB1312",25,5
"MTS-K001-32 SURF",0,5
"KBWB131",0,5
"KDQ428",0,5
"KD2002-D",0,5
"X3154-11",25,5
"KDQ427",25,5
"KDQ429",25,5
"KD202-D",0,5
"KD517-D",0,5
"KD5148",0,5
"KBWB132",0,5
"KDQ430",25,5
"KD2003",0,5
"MR-KBTOTE",0,5
"KDQ433",0,5
"KDTL127",0,5
"KD810-D",25,5
"KD2002",0,5
"KDQ431",0,5
"KDMB06",0,5
"MTPP2210-S1",0,5
"KDQ436",0,5
"KD5147-D",0,5
"KPNK1020-K",0,5
"X3150-2",0,5
"KDEV410-D",0,5
"KPNK1023",0,5
"KDQ435",0,5
"KPNK1021-K",0,5
"KDQ434",25,5
"KD522-D",0,5
"KDQ437",0,5
"KDQ440",25,5
"KDQ438",0,5
"KDQ439",25,5
"KD527-D",0,5
"KDKB279",25,5
"KD585-D",0,5
"KDKB282",0,5
"KDQ441",0,5
"KD599-D",0,5
"KDQ442",0,5
"HAT_GRY_275",0,5
"PNT_DEN_285",25,5
"PNT_DEN_305",25,5
"PNT_DEN_405",25,5
"SRT_COT_111",0,5
"SRT_COT_122",0,5
"SRT_COT_133",0,5
"SRT_COT_211",0,5
"SRT_COT_222",0,5
"SRT_COT_233",0,5
"SRT_COT_311",0,5
"SRT_COT_322",0,5
"SRT_COT_333",0,5
"SRT_COT_411",0,5
"SRT_COT_422",0,5
"SRT_COT_433",0,5
